index,Source Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow IAT Mean,Flow IAT Std,Flow IAT Min,Fwd IAT Std,Fwd Packets/s,Bwd Packets/s,Min Packet Length,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Std,Label
512,61045,406,2,2,84,256.0,42,42,42.0,128,128,128.0,135.3333333,226.6370079,1.0,0.0,4926.108374,4926.108374,42,0,0,0,0,0,0,0,1,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,1
122,59689,60349,2,2,88,214.0,44,44,44.0,107,107,107.0,20116.33333,34835.58321,3.0,0.0,33.14056571,33.14056571,44,0,0,0,0,0,0,0,1,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,1
94,47978,41744,1,1,0,0.0,0,0,0.0,0,0,0.0,41744.0,0.0,41744.0,0.0,23.95553852,23.95553852,0,0,0,0,0,1,1,0,1,262,367,0,32,0.0,0.0,0.0,0.0,0.0,1
496,58198,335,2,2,76,266.0,38,38,38.0,133,133,133.0,111.6666667,108.5418506,49.0,0.0,5970.149254,5970.149254,38,0,0,0,0,0,0,0,1,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,1
813,443,3,2,0,0,0.0,0,0,0.0,0,0,0.0,3.0,0.0,3.0,0.0,666666.6667,0.0,0,0,0,0,0,1,0,0,0,44,-1,0,20,0.0,0.0,0.0,0.0,0.0,1
732,53096,49602,2,2,82,138.0,41,41,41.0,69,69,69.0,16534.0,28632.5319,3.0,0.0,40.3209548,40.3209548,41,0,0,0,0,0,0,0,1,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,1
111,56330,28,2,0,14,0.0,14,0,7.0,0,0,0.0,28.0,0.0,28.0,0.0,71428.57143,0.0,0,0,1,0,0,1,0,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0
239,443,47,1,1,0,0.0,0,0,0.0,0,0,0.0,47.0,0.0,47.0,0.0,21276.59574,21276.59574,0,0,0,0,0,1,1,0,1,31088,65535,0,32,0.0,0.0,0.0,0.0,0.0,1
140,53326,5708563,3,1,0,0.0,0,0,0.0,0,0,0.0,1902854.333,3268042.071,64.0,3991105.127,0.525526301,0.175175434,0,0,0,0,1,0,0,0,0,8192,26580,0,20,0.0,0.0,0.0,0.0,0.0,1
225,46460,14065199,22,32,2008,2745.0,640,0,91.27272727,976,0,85.78125,265381.1132,696226.2449,3.0,976390.7349,1.56414424,2.275118895,0,0,0,0,1,0,0,0,1,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0
646,443,51,1,1,0,0.0,0,0,0.0,0,0,0.0,51.0,0.0,51.0,0.0,19607.84314,19607.84314,0,0,0,0,0,1,0,0,1,122,33304,0,32,0.0,0.0,0.0,0.0,0.0,1
737,39926,117987265,25,29,1597,7931.0,409,0,63.88,1418,0,273.4827586,2226174.811,11300000.0,1.0,16600000.0,0.211887274,0.245789238,0,0,0,0,1,0,0,0,1,29200,382,14,32,194841.0,164185.952,310938.0,78744.0,201743.9286,1
707,62152,5267771,4,4,359,492.0,359,0,89.75,492,0,123.0,752538.7143,1854018.632,69.0,93743.48661,0.759334451,0.759334451,0,0,0,0,1,0,0,0,1,8192,4739,1,20,0.0,0.0,0.0,0.0,0.0,1
756,57583,3389993,4,5,453,2744.0,453,0,113.25,1460,0,548.8,423749.125,1044289.015,102.0,112753.8612,1.179943439,1.474929299,0,0,0,0,1,0,0,0,1,8192,123,1,20,0.0,0.0,0.0,0.0,0.0,1
153,47106,49,1,1,0,0.0,0,0,0.0,0,0,0.0,49.0,0.0,49.0,0.0,20408.16327,20408.16327,0,0,0,0,0,1,1,0,1,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0
936,64521,1214,2,2,104,224.0,52,52,52.0,112,112,112.0,404.6666667,693.9750236,4.0,0.0,1647.446458,1647.446458,52,0,0,0,0,0,0,0,1,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,1
179,49410,94,1,1,0,0.0,0,0,0.0,0,0,0.0,94.0,0.0,94.0,0.0,10638.29787,10638.29787,0,0,0,0,0,1,1,0,1,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0
884,54701,46113085,9,9,712,536.0,708,0,79.11111111,268,0,59.55555556,2712534.412,4373823.411,50.0,5281253.158,0.195172368,0.195172368,0,0,0,0,1,0,0,0,1,8192,30,5,20,93104.75,155956.1889,327039.0,15009.0,103531.3696,1
421,59086,9664123,9,15,108,188.0,24,0,12.0,34,0,12.53333333,420179.2609,1092610.159,3.0,1530002.652,0.931279538,1.552132563,0,0,0,0,1,0,0,0,1,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0
418,52146,39461,2,0,0,0.0,0,0,0.0,0,0,0.0,39461.0,0.0,39461.0,0.0,50.68295279,0.0,0,0,0,0,0,1,0,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0
229,54244,9287249,9,15,112,188.0,25,0,12.44444444,34,0,12.53333333,403793.4348,1051012.819,3.0,1362308.91,0.969070604,1.615117674,0,0,0,0,1,0,0,0,1,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0
156,56246,3,2,0,14,0.0,14,0,7.0,0,0,0.0,3.0,0.0,3.0,0.0,666666.6667,0.0,0,0,1,0,0,1,0,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0
614,2890,199,2,2,46,46.0,23,23,23.0,23,23,23.0,66.33333333,102.9433501,1.0,0.0,10050.25126,10050.25126,23,0,0,0,0,0,0,0,1,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,1
735,56078,224,2,1,14,0.0,14,0,7.0,0,0,0.0,112.0,70.71067812,62.0,0.0,8928.571429,4464.285714,0,0,1,0,0,1,0,0,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0
321,443,70,1,1,0,0.0,0,0,0.0,0,0,0.0,70.0,0.0,70.0,0.0,14285.71429,14285.71429,0,0,0,0,0,1,1,0,1,122,33304,0,32,0.0,0.0,0.0,0.0,0.0,1
616,61474,30576,1,1,46,111.0,46,46,46.0,111,111,111.0,30576.0,0.0,30576.0,0.0,32.70538985,32.70538985,46,0,0,0,0,0,0,0,1,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,1
636,50460,77,1,1,0,0.0,0,0,0.0,0,0,0.0,77.0,0.0,77.0,0.0,12987.01299,12987.01299,0,0,0,0,0,1,1,0,1,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0
134,52622,9466117,9,15,112,188.0,26,0,12.44444444,34,0,12.53333333,411570.3043,1070355.335,1.0,1508182.866,0.95075943,1.584599049,0,0,0,0,1,0,0,0,1,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0
227,47058,74,1,1,0,0.0,0,0,0.0,0,0,0.0,74.0,0.0,74.0,0.0,13513.51351,13513.51351,0,0,0,0,0,1,1,0,1,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0
383,49234,85,1,1,0,0.0,0,0,0.0,0,0,0.0,85.0,0.0,85.0,0.0,11764.70588,11764.70588,0,0,0,0,0,1,1,0,1,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0
666,48876,76,1,1,0,0.0,0,0,0.0,0,0,0.0,76.0,0.0,76.0,0.0,13157.89474,13157.89474,0,0,0,0,0,1,1,0,1,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0
555,49942,68,1,1,0,0.0,0,0,0.0,0,0,0.0,68.0,0.0,68.0,0.0,14705.88235,14705.88235,0,0,0,0,0,1,1,0,1,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0
505,80,54,1,1,0,0.0,0,0,0.0,0,0,0.0,54.0,0.0,54.0,0.0,18518.51852,18518.51852,0,0,0,0,0,1,1,0,1,3,256,0,20,0.0,0.0,0.0,0.0,0.0,1
887,52126,31959,2,2,82,204.0,41,41,41.0,102,102,102.0,10653.0,18445.47508,3.0,0.0,62.58018086,62.58018086,41,0,0,0,0,0,0,0,1,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,1
753,49164,11865994,23,32,2008,2745.0,640,0,87.30434783,976,0,85.78125,219740.6296,601326.7249,4.0,876011.9763,1.938312121,2.696782082,0,0,0,0,1,0,0,0,1,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0
805,52250,75,1,1,0,0.0,0,0,0.0,0,0,0.0,75.0,0.0,75.0,0.0,13333.33333,13333.33333,0,0,0,0,0,1,1,0,1,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0
107,0,3,2,0,0,0.0,0,0,0.0,0,0,0.0,3.0,0.0,3.0,0.0,666666.6667,0.0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,1
619,62387,30538,1,1,45,61.0,45,45,45.0,61,61,61.0,30538.0,0.0,30538.0,0.0,32.74608684,32.74608684,45,0,0,0,0,0,0,0,1,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,1
101,443,58,1,1,0,0.0,0,0,0.0,0,0,0.0,58.0,0.0,58.0,0.0,17241.37931,17241.37931,0,0,0,0,0,1,1,0,1,80,296,0,32,0.0,0.0,0.0,0.0,0.0,1
372,56442,30912,2,2,94,268.0,47,47,47.0,134,134,134.0,10304.0,17802.03179,4.0,0.0,64.69979296,64.69979296,47,0,0,0,0,0,0,0,1,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,1
958,4903,173,2,2,102,224.0,51,51,51.0,112,112,112.0,57.66666667,51.28677542,2.0,0.0,11560.69364,11560.69364,51,0,0,0,0,0,0,0,1,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,1
661,48594,82,1,1,0,0.0,0,0,0.0,0,0,0.0,82.0,0.0,82.0,0.0,12195.12195,12195.12195,0,0,0,0,0,1,1,0,1,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0
386,60091,65488,1,1,53,124.0,53,53,53.0,124,124,124.0,65488.0,0.0,65488.0,0.0,15.26997312,15.26997312,53,0,0,0,0,0,0,0,1,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,1
126,48816,86,1,1,0,0.0,0,0,0.0,0,0,0.0,86.0,0.0,86.0,0.0,11627.90698,11627.90698,0,0,0,0,0,1,1,0,1,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0
224,55434,3,2,0,14,0.0,14,0,7.0,0,0,0.0,3.0,0.0,3.0,0.0,666666.6667,0.0,0,0,1,0,0,1,0,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0
717,59558,264,2,1,14,0.0,14,0,7.0,0,0,0.0,132.0,25.45584412,114.0,0.0,7575.757576,3787.878788,0,0,1,0,0,1,0,0,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0
974,64118,844,2,2,66,98.0,33,33,33.0,49,49,49.0,281.3333333,442.7971695,4.0,0.0,2369.668246,2369.668246,33,0,0,0,0,0,0,0,1,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,1
914,53832,4,2,0,14,0.0,14,0,7.0,0,0,0.0,4.0,0.0,4.0,0.0,500000.0,0.0,0,0,1,0,0,1,0,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0
489,58592,84,2,0,0,0.0,0,0,0.0,0,0,0.0,84.0,0.0,84.0,0.0,23809.52381,0.0,0,0,0,0,0,1,0,0,0,253,-1,0,20,0.0,0.0,0.0,0.0,0.0,1
543,60855,218620,1,1,55,134.0,55,55,55.0,134,134,134.0,218620.0,0.0,218620.0,0.0,4.574146922,4.574146922,55,0,0,0,0,0,0,0,1,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,1
885,443,2,3,0,31,0.0,31,0,10.33333333,0,0,0.0,1.0,0.0,1.0,0.0,1500000.0,0.0,0,0,0,0,0,1,0,0,0,939,-1,1,32,0.0,0.0,0.0,0.0,0.0,1
522,61988,35966,1,1,54,109.0,54,54,54.0,109,109,109.0,35966.0,0.0,35966.0,0.0,27.80403715,27.80403715,54,0,0,0,0,0,0,0,1,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,1
608,55378,9830150,9,15,108,188.0,23,0,12.0,34,0,12.53333333,427397.8261,1112181.782,4.0,1549335.101,0.915550627,1.525917712,0,0,0,0,1,0,0,0,1,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0
60,80,963,2,0,0,0.0,0,0,0.0,0,0,0.0,963.0,0.0,963.0,0.0,2076.843198,0.0,0,0,0,0,0,1,0,0,0,115,-1,0,20,0.0,0.0,0.0,0.0,0.0,1
593,48868,13909041,23,32,2008,2745.0,640,0,87.30434783,976,0,85.78125,257574.8333,709345.7956,42.0,949087.9586,1.653600705,2.30066185,0,0,0,0,1,0,0,0,1,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0
15,42656,1135229,4,0,0,0.0,0,0,0.0,0,0,0.0,378409.6667,619383.9955,1.0,619383.9955,3.523518162,0.0,0,0,0,0,0,1,0,0,0,282,-1,0,32,0.0,0.0,0.0,0.0,0.0,1
118,37596,190914,7,8,2040,9453.0,2040,0,291.4285714,2896,0,1181.625,13636.71429,31284.11176,40.0,47724.40925,36.66572383,41.90368438,0,0,0,0,1,0,0,0,1,29200,18,1,32,0.0,0.0,0.0,0.0,0.0,1
437,52950,4,2,0,14,0.0,14,0,7.0,0,0,0.0,4.0,0.0,4.0,0.0,500000.0,0.0,0,0,1,0,0,1,0,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0
600,33134,24396,2,2,80,166.0,40,40,40.0,83,83,83.0,8132.0,14080.70712,1.0,0.0,81.98065257,81.98065257,40,0,0,0,0,0,0,0,1,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,1
550,58132,249,2,1,14,0.0,14,0,7.0,0,0,0.0,124.5,135.0573952,29.0,0.0,8032.128514,4016.064257,0,0,1,0,0,1,0,0,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0
199,61594,219186,2,2,100,246.0,58,42,50.0,145,101,123.0,73062.0,49422.46304,31178.0,0.0,9.124670371,9.124670371,42,0,0,0,0,0,0,0,1,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,1
562,61740,24242,1,1,46,101.0,46,46,46.0,101,101,101.0,24242.0,0.0,24242.0,0.0,41.25072189,41.25072189,46,0,0,0,0,0,0,0,1,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,1
149,54710,8891053,9,15,109,188.0,23,0,12.11111111,34,0,12.53333333,386567.5217,1010493.798,3.0,1259916.515,1.012253554,1.687089257,0,0,0,0,1,0,0,0,1,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0
86,53304,49,3,0,0,0.0,0,0,0.0,0,0,0.0,24.5,33.23401872,1.0,33.23401872,61224.4898,0.0,0,0,0,0,0,1,0,0,0,395,-1,0,32,0.0,0.0,0.0,0.0,0.0,1
561,50030,4798736,5,1,123,46.0,46,0,24.6,46,46,46.0,959747.2,2076844.161,48.0,2316732.259,1.041941044,0.208388209,0,0,1,0,0,1,0,0,0,366,252,2,32,0.0,0.0,0.0,0.0,0.0,1
389,57410,8595095,9,15,94,188.0,18,0,10.44444444,34,0,12.53333333,373699.7826,962723.7547,3.0,1254460.499,1.047108845,1.745181409,0,0,0,0,1,0,0,0,1,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0
793,443,3,2,0,0,0.0,0,0,0.0,0,0,0.0,3.0,0.0,3.0,0.0,666666.6667,0.0,0,0,0,0,0,1,0,0,0,31,-1,0,20,0.0,0.0,0.0,0.0,0.0,1
819,58534,223,2,1,14,0.0,14,0,7.0,0,0,0.0,111.5,68.58935778,63.0,0.0,8968.609865,4484.304933,0,0,1,0,0,1,0,0,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0
123,54862,931,2,0,0,0.0,0,0,0.0,0,0,0.0,931.0,0.0,931.0,0.0,2148.227712,0.0,0,0,0,0,0,1,0,0,0,237,-1,0,32,0.0,0.0,0.0,0.0,0.0,1
635,51564,75,1,1,0,0.0,0,0,0.0,0,0,0.0,75.0,0.0,75.0,0.0,13333.33333,13333.33333,0,0,0,0,0,1,1,0,1,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0
775,53792,9260565,9,15,107,188.0,24,0,11.88888889,34,0,12.53333333,402633.2609,1056918.294,3.0,1569898.387,0.971862948,1.61977158,0,0,0,0,1,0,0,0,1,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0
938,55666,4,2,0,14,0.0,14,0,7.0,0,0,0.0,4.0,0.0,4.0,0.0,500000.0,0.0,0,0,1,0,0,1,0,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0
609,443,17,2,0,0,0.0,0,0,0.0,0,0,0.0,17.0,0.0,17.0,0.0,117647.0588,0.0,0,1,0,0,0,0,0,0,0,0,-1,0,20,0.0,0.0,0.0,0.0,0.0,1
270,80,3,2,0,0,0.0,0,0,0.0,0,0,0.0,3.0,0.0,3.0,0.0,666666.6667,0.0,0,0,0,0,0,1,0,0,0,6659,-1,0,32,0.0,0.0,0.0,0.0,0.0,1
223,50704,11576741,23,32,2008,2745.0,640,0,87.30434783,976,0,85.78125,214384.0926,589637.4541,3.0,847659.6464,1.98674221,2.764163075,0,0,0,0,1,0,0,0,1,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0
269,30109,239,2,2,94,196.0,47,47,47.0,98,98,98.0,79.66666667,94.79627278,4.0,0.0,8368.200837,8368.200837,47,0,0,0,0,0,0,0,1,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,1
929,33058,23320,1,1,0,0.0,0,0,0.0,0,0,0.0,23320.0,0.0,23320.0,0.0,42.88164666,42.88164666,0,0,0,0,0,1,1,0,1,351,1039,0,32,0.0,0.0,0.0,0.0,0.0,1
500,53478,3,2,0,14,0.0,14,0,7.0,0,0,0.0,3.0,0.0,3.0,0.0,666666.6667,0.0,0,0,1,0,0,1,0,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0
758,57326,43603,4,2,176,174.0,44,44,44.0,87,87,87.0,8720.6,13503.06492,3.0,17736.77762,91.7368071,45.86840355,44,0,0,0,0,0,0,0,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,1
348,57639,3743083,5,3,506,213.0,506,0,101.2,213,0,71.0,534726.1429,1359381.391,51.0,1787824.85,1.335797256,0.801478354,0,0,0,0,1,0,0,0,0,8192,30016,1,20,0.0,0.0,0.0,0.0,0.0,1
602,52142,85,1,1,0,0.0,0,0,0.0,0,0,0.0,85.0,0.0,85.0,0.0,11764.70588,11764.70588,0,0,0,0,0,1,1,0,1,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0
76,64303,234,2,2,62,318.0,31,31,31.0,159,159,159.0,78.0,51.09794516,48.0,0.0,8547.008547,8547.008547,31,0,0,0,0,0,0,0,1,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,1
607,42535,738,3,0,76,0.0,45,0,25.33333333,0,0,0.0,369.0,485.0752519,26.0,485.0752519,4065.04065,0.0,0,0,1,0,0,1,0,0,0,448,-1,1,32,0.0,0.0,0.0,0.0,0.0,1
617,50927,164,2,2,70,102.0,35,35,35.0,51,51,51.0,54.66666667,55.30220008,3.0,0.0,12195.12195,12195.12195,35,0,0,0,0,0,0,0,1,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,1
104,53372,5317737,3,1,0,0.0,0,0,0.0,0,0,0.0,1772579.0,3048988.595,148.0,3725535.619,0.56414975,0.188049917,0,0,0,0,1,0,0,0,0,8192,65535,0,20,0.0,0.0,0.0,0.0,0.0,1
391,56658,217,2,1,14,0.0,14,0,7.0,0,0,0.0,108.5,51.61879503,72.0,0.0,9216.589862,4608.294931,0,0,1,0,0,1,0,0,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0
811,52510,8195076,9,15,107,188.0,23,0,11.88888889,34,0,12.53333333,356307.6522,923263.924,3.0,1212264.012,1.098220444,1.830367406,0,0,0,0,1,0,0,0,1,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0
585,54678,8845162,9,15,114,188.0,28,0,12.66666667,34,0,12.53333333,384572.2609,999784.5208,3.0,1316349.835,1.017505389,1.695842315,0,0,0,0,1,0,0,0,1,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0
211,60634,23377,1,1,53,117.0,53,53,53.0,117,117,117.0,23377.0,0.0,23377.0,0.0,42.77708859,42.77708859,53,0,0,0,0,0,0,0,1,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,1
295,123,71703410,2,2,96,96.0,48,48,48.0,48,48,48.0,23900000.0,39100000.0,27814.0,0.0,0.027892676,0.027892676,48,0,0,0,0,0,0,0,1,-1,-1,1,20,27814.0,0.0,27814.0,27814.0,0.0,1
486,12375,6770766,8,5,599,274.0,517,0,74.875,137,0,54.8,564230.5,1695497.319,8.0,2229924.871,1.181550212,0.738468882,0,0,0,0,1,0,0,0,0,8192,60,3,20,829951.0,0.0,829951.0,829951.0,0.0,1
170,57949,164287,2,2,76,464.0,38,38,38.0,232,232,232.0,54762.33333,94845.94752,3.0,0.0,12.17381777,12.17381777,38,0,0,0,0,0,0,0,1,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,1
998,443,103,1,1,0,0.0,0,0,0.0,0,0,0.0,103.0,0.0,103.0,0.0,9708.737864,9708.737864,0,0,0,0,0,1,1,0,1,122,33304,0,32,0.0,0.0,0.0,0.0,0.0,1
128,50026,71,1,1,0,0.0,0,0,0.0,0,0,0.0,71.0,0.0,71.0,0.0,14084.50704,14084.50704,0,0,0,0,0,1,1,0,1,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0
467,62198,60709,1,1,42,170.0,42,42,42.0,170,170,170.0,60709.0,0.0,60709.0,0.0,16.47202227,16.47202227,42,0,0,0,0,0,0,0,1,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,1
34,55481,11588,1,1,0,0.0,0,0,0.0,0,0,0.0,11588.0,0.0,11588.0,0.0,86.29616845,86.29616845,0,0,0,0,0,1,1,0,1,33304,269,0,32,0.0,0.0,0.0,0.0,0.0,1
271,57935,174,2,2,82,114.0,41,41,41.0,57,57,57.0,58.0,59.63220606,4.0,0.0,11494.25287,11494.25287,41,0,0,0,0,0,0,0,1,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,1
866,51056,11305665,21,31,2008,2745.0,640,0,95.61904762,976,0,88.5483871,221679.7059,594569.5924,-1.0,793008.427,1.857475876,2.741988198,0,0,0,0,1,0,0,0,1,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0
933,5935,63860686,17,15,3082,7182.0,1029,0,181.2941176,1646,0,478.8,2060022.129,3949311.881,95.0,4854364.478,0.266204469,0.234886296,0,0,0,0,1,0,0,0,0,8192,34986,11,20,650543.3333,1378885.709,3465182.0,87534.0,82366.6894,1
311,4072,61105,2,2,94,158.0,47,47,47.0,79,79,79.0,20368.33333,35273.79205,3.0,0.0,32.73054578,32.73054578,47,0,0,0,0,0,0,0,1,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,1
780,51734,11657758,20,33,2008,2745.0,640,0,100.4,976,0,83.18181818,224187.6538,600546.8264,17.0,882921.6057,1.715595743,2.830732976,0,0,0,0,1,0,0,0,1,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0
982,80,218779,2,0,0,0.0,0,0,0.0,0,0,0.0,218779.0,0.0,218779.0,0.0,9.141645222,0.0,0,1,0,0,0,0,0,0,0,8201,-1,0,20,0.0,0.0,0.0,0.0,0.0,1
117,80,4,1,1,0,0.0,0,0,0.0,0,0,0.0,4.0,0.0,4.0,0.0,250000.0,250000.0,0,0,0,0,0,1,1,0,1,375,245,0,32,0.0,0.0,0.0,0.0,0.0,1
45,55538,247,2,1,14,0.0,14,0,7.0,0,0,0.0,123.5,33.23401872,100.0,0.0,8097.165992,4048.582996,0,0,1,0,0,1,0,0,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0
829,80,62,1,1,0,0.0,0,0,0.0,0,0,0.0,62.0,0.0,62.0,0.0,16129.03226,16129.03226,0,0,0,0,0,1,1,0,1,229,229,0,32,0.0,0.0,0.0,0.0,0.0,1
549,59108,234,2,1,14,0.0,14,0,7.0,0,0,0.0,117.0,45.254834,85.0,0.0,8547.008547,4273.504274,0,0,1,0,0,1,0,0,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0
293,49086,11072860,22,32,2008,2745.0,640,0,91.27272727,976,0,85.78125,208921.8868,576579.2079,16.0,808311.9917,1.986839895,2.889948938,0,0,0,0,1,0,0,0,1,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0
800,52352,8711567,9,15,103,188.0,24,0,11.44444444,34,0,12.53333333,378763.7826,991960.1998,3.0,1440650.382,1.033109198,1.721848664,0,0,0,0,1,0,0,0,1,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0
501,443,3,2,0,31,0.0,31,0,15.5,0,0,0.0,3.0,0.0,3.0,0.0,666666.6667,0.0,0,0,1,0,0,1,0,0,0,61,-1,0,32,0.0,0.0,0.0,0.0,0.0,1
455,49490,67,1,1,0,0.0,0,0,0.0,0,0,0.0,67.0,0.0,67.0,0.0,14925.37313,14925.37313,0,0,0,0,0,1,1,0,1,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0
146,53896,117362962,15,11,848,7632.0,237,0,56.53333333,2920,0,693.8181818,4694518.48,16100000.0,4.0,21100000.0,0.127808635,0.093726333,0,0,0,0,1,0,0,0,0,8192,64,7,20,509535.5,626425.1903,952485.0,66586.0,104024.5999,1
821,443,55,1,1,0,0.0,0,0,0.0,0,0,0.0,55.0,0.0,55.0,0.0,18181.81818,18181.81818,0,0,0,0,0,1,1,0,1,373,990,0,32,0.0,0.0,0.0,0.0,0.0,1
626,35169,5756607,9,6,374,3875.0,181,0,41.55555556,1418,0,645.8333333,411186.2143,1480674.536,2.0,1954094.779,1.563420953,1.042280635,0,0,0,0,1,0,0,0,0,29200,349,3,32,201386.0,0.0,201386.0,201386.0,0.0,1
236,46616,31219,2,2,70,166.0,35,35,35.0,83,83,83.0,10406.33333,18019.1019,3.0,0.0,64.06355104,64.06355104,35,0,0,0,0,0,0,0,1,-1,-1,1,40,0.0,0.0,0.0,0.0,0.0,1
51,37349,255,2,2,88,344.0,44,44,44.0,172,172,172.0,85.0,142.0281662,3.0,0.0,7843.137255,7843.137255,44,0,0,0,0,0,0,0,1,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,1
81,49348,83,1,1,0,0.0,0,0,0.0,0,0,0.0,83.0,0.0,83.0,0.0,12048.19277,12048.19277,0,0,0,0,0,1,1,0,1,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0
649,62872,32139,2,2,84,204.0,42,42,42.0,102,102,102.0,10713.0,18510.44127,3.0,0.0,62.22968978,62.22968978,42,0,0,0,0,0,0,0,1,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,1
99,61503,120725,1,1,56,199.0,56,56,56.0,199,199,199.0,120725.0,0.0,120725.0,0.0,8.283288466,8.283288466,56,0,0,0,0,0,0,0,1,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,1
760,57348,8563242,9,15,105,188.0,25,0,11.66666667,34,0,12.53333333,372314.8696,939930.5938,3.0,1330968.446,1.051003814,1.751673023,0,0,0,0,1,0,0,0,1,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0
